3054007;RIO GRANDE DO SUL;ROSÁRIO DO SUL;-30.2469;-54.9175;;
3054008;RIO GRANDE DO SUL;ROSÁRIO DO SUL;-30.2333;-54.95;;
3054020;RIO GRANDE DO SUL;RS-473;-30.4806;-54.1983;;
3055004;RIO GRANDE DO SUL;SAICA;-30.0294;-55.0936;;
2855012;RIO GRANDE DO SUL;SAMBURÁ;-28.4056;-55.6103;;
2751007;RIO GRANDE DO SUL;SANANDUVA;-27.9828;-51.7836;;
2853033;RIO GRANDE DO SUL;SANTA BÁRBARA DO SUL;-28.3883;-53.2586;;
2953017;RIO GRANDE DO SUL;SANTA MARIA;-29.7242;-53.72;;
3055005;RIO GRANDE DO SUL;SANTA RITA;-30.5164;-55.1267;;
2754005;RIO GRANDE DO SUL;SANTA ROSA;-27.85;-54.4167;;
3055001;RIO GRANDE DO SUL;SANTANA DO LIVRAMENTO;-30.8833;-55.5333;;
2954020;RIO GRANDE DO SUL;SANTIAGO;-29.1867;-54.8558;;
2854014;RIO GRANDE DO SUL;SANTO ANGELO - IPAGRO;-28.3036;-54.2625;;
2855007;RIO GRANDE DO SUL;SANTO ANTÔNIO DAS MISSÕES;-28.4925;-55.2308;;
2753007;RIO GRANDE DO SUL;SANTO AUGUSTO;-27.85;-53.7667;;
2854013;RIO GRANDE DO SUL;SÃO BERNARDO;-28.9053;-54.065;;
3055007;RIO GRANDE DO SUL;SÃO CARLOS;-30.2042;-55.4906;;
3054018;RIO GRANDE DO SUL;SÃO GABRIEL;-30.3575;-54.3181;;
2955017;RIO GRANDE DO SUL;SÃO JOÃO;-29.8319;-55.3433;;
2854011;RIO GRANDE DO SUL;SÃO LUIZ GONZAGA;-28.4;-54.9667;;
2754014;RIO GRANDE DO SUL;SÃO MARTINHO;-27.7028;-53.9731;;
3154008;RIO GRANDE DO SUL;SERRILHADA;-31.4375;-54.7117;;
2849035;RIO GRANDE DO SUL;SILVEIRA;-28.6264;-49.9339;;
2852027;RIO GRANDE DO SUL;TAPEJARA;-28.0667;-52;;
2852046;RIO GRANDE DO SUL;TAPEJARA;-28.0575;-51.9961;;
3154003;RIO GRANDE DO SUL;TORQUATO SEVERO;-31.0283;-54.1789;;
2754007;RIO GRANDE DO SUL;TRÊS DE MAIO;-27.7833;-54.2333;;
2753009;RIO GRANDE DO SUL;TRÊS PASSOS;-27.45;-53.9333;;
3053023;RIO GRANDE DO SUL;TRÊS PASSOS II;-30.9689;-53.965;;
3155001;RIO GRANDE DO SUL;TRÊS VENDAS;-31.2753;-55.0372;;
2754009;RIO GRANDE DO SUL;TUCUNDUVA;-27.6539;-54.4422;;
2953030;RIO GRANDE DO SUL;TUPANCIRETA;-29.0856;-53.8192;;
2754008;RIO GRANDE DO SUL;TUPARENDI;-27.75;-54.4667;;
2955007;RIO GRANDE DO SUL;UNISTALDA;-29.0475;-55.1511;;
2957001;RIO GRANDE DO SUL;URUGUAIANA;-29.75;-57.0833;;
2957003;RIO GRANDE DO SUL;URUGUAIANA;-29.7564;-57.0936;;
2751008;RIO GRANDE DO SUL;USINA FORQUILHA;-27.6542;-51.7481;;
2753010;RIO GRANDE DO SUL;USINA GUARITA;-27.6067;-53.5733;;
2754004;RIO GRANDE DO SUL;USINA SANTA ROSA;-27.7708;-54.3886;;
2850011;RIO GRANDE DO SUL;VACARIA;-28.5167;-50.95;;
