-57.61802954414793;-29.18681638755166;0
-57.70351817273285;-29.31012113406272;0
-57.65193298113783;-29.37854277679903;0
-57.61600065135541;-29.48826277312745;0
-57.62346235410261;-29.58419595106753;0
-57.5204837203575;-29.71196654344979;0
-57.29264134900672;-29.69631204395089;0
-57.16745332103724;-29.70313475468264;0
-57.09608948677537;-29.74208360580915;0
-57.00629100841112;-29.8187844566475;0
-56.93618448765641;-29.91161543763099;0
-56.85511575667808;-29.94216053737867;0
-56.30031423373432;-30.07104100381938;0
-56.0939342646879;-30.06940942455273;0
-55.92193967753612;-30.1211046211707;0
-55.8428337543216;-30.3170981623112;0
-55.84801532740092;-30.34612930015716;0
-55.86180332810478;-30.67034874533597;0
-55.62019995243202;-30.67686759385916;0
-55.3685600116949;-30.68320948275402;0
-55.0877455439519;-30.93585837695632;0
-54.79406875858025;-31.12666800679775;0
-54.35181586264819;-31.11639383681312;0
-54.16068925488433;-31.03278001620191;0
-54.10789416987573;-30.93192780897824;0
-54.24297647750514;-30.71782314610334;0
-54.41083678110061;-30.52097102056523;0
-54.4359673205468;-30.37477522395273;0
-54.42696299161939;-30.18285659995355;0
-54.38818887776368;-30.08275835042257;0
-54.29089768932273;-30.01588482907477;0
-54.30103432183876;-29.89905993170718;0
-54.09906986596512;-29.77765911216421;0
-53.72185202838089;-29.58054051834085;0
-53.77489979294525;-29.56007167035887;0
-53.72726017060577;-29.52236835819246;0
-53.71394591188771;-29.38923717655438;0
-53.65298932892266;-29.2517174256589;0
-53.73931930025418;-29.16664346247507;0
-53.89353643020558;-29.06663231766656;0
-53.97159503216334;-29.04072340874885;0
-53.99954354062483;-28.97048785203351;0
-53.91417771240815;-28.71599906938932;0
-53.68537619960447;-28.61650724224587;0
-53.49261767656306;-28.33284349474343;0
-53.31552469389887;-27.98090765573978;0
-52.03327827454187;-28.23407465990838;0
-51.69847571032496;-28.40587138508274;0
-51.51666026591127;-28.09095602491662;0
-51.18833283501762;-28.25590229674021;0
-51.07912749668008;-28.47924064040117;0
-50.65253856376238;-28.55351626052643;0
-50.31984766216539;-28.72141928016164;0
-49.98679449286983;-28.54627591682283;0
-49.82985850696026;-28.1920635191482;0
-50.12637966330554;-28.01441848411582;0
-50.39185574228936;-27.75988175235014;0
-50.32017184824875;-27.50122718996126;0
-50.68448821287653;-27.36990933700234;0
-50.62890413799079;-26.99022174291825;0
-50.72369256419481;-26.72678912848941;0
-50.70363416829282;-26.70421667471903;0
-51.04497377111786;-26.64983893191905;0
-51.12230908817983;-26.58934538208591;0
-51.21977398760099;-26.72172119586089;0
-51.29082629648554;-26.74031095317763;0
-51.59956808188014;-26.59779392685755;0
-51.77095274061422;-26.66541333728456;0
-51.84266635761762;-26.66174262907415;0
-51.94050178110422;-26.56649260703491;0
-52.00891085087408;-26.53927605810541;0
-52.11562366129404;-26.47882533821454;0
-52.32714279874808;-26.45212389096175;0
-52.74870455592999;-26.338296240047;0
-52.81727787710308;-26.34157783571324;0
-52.82480556812792;-26.34167756874073;0
-52.87882082404821;-26.37448018609302;0
-52.90935091215489;-26.35123110687352;0
-53.0875375979067;-26.41096497838477;0
-53.21845265764247;-26.33816862946509;0
-53.65912140269153;-26.27875009397527;0
-53.74436022454113;-26.27749135882113;0
-53.73929340241588;-26.38308047241089;0
-53.82921663172042;-26.43154874809342;0
-54.02050496164157;-26.59980807544022;0
-54.14548562542855;-26.62907136790253;0
-54.16960003496945;-26.71540168041744;0
-54.28693140928009;-26.75138094576107;0
-54.45560505174652;-26.96941219453474;0
-54.71206403935852;-26.98816710310501;0
-54.76688778845604;-27.06773120329953;0
-54.8069455984712;-27.07277387483051;0
-54.86226311954221;-27.14442394370168;0
-55.03378242495749;-27.31002352102401;0
-55.12824568862327;-27.49933399893206;0
-55.30199189541788;-27.61380023508576;0
-55.48638249451506;-27.76201509088174;0
-55.65573003452173;-27.83757066309326;0
-55.86893487742426;-27.80937417842064;0
-55.9089103049466;-27.6088293334243;0
-56.19315847693776;-27.47445556920081;0
-56.2870877874596;-27.5918822912817;0
-56.42456687074635;-27.7057169790446;0
-56.68990192747181;-27.77332002512241;0
-57.05753723743864;-28.00682539221481;0
-57.46164976083152;-27.90980763408042;0
-57.52927403537282;-27.92039947546705;0
-57.91358915901133;-28.16561528829007;0
-57.87700549612246;-28.29696025479763;0
-57.90926693631244;-28.41497247624425;0
-57.81260637797936;-28.54421316336289;0
-57.81645301955094;-28.6119069773206;0
-57.93890157548712;-28.70078236689307;0
-57.43326886476834;-28.64675765417383;0
-57.3527995799847;-28.6736877643406;0
-57.44329171597286;-28.82115146356658;0
-57.41994865840682;-28.89284611865935;0
-57.61802954414793;-29.18681638755166;0


