n;m;delta;an--a1;bm--b1;gamma;resnorm 
2;2;1;0.83964632;-1.82681432;;2.79247332;-2.75195332;;-0.03907532;59267381.74623832;
2;2;2;0.87916932;-1.86308332;;0.23023632;-0.21544732;;0.16459032;56817322.13579632;
2;2;3;0.85803932;-1.83844832;;0.02823332;-0.02378432;;0.33973632;53196388.42159132;
2;2;4;0.83054432;-1.80901632;;0.01446932;-0.01150832;;0.39946232;51817157.04847832;
2;2;5;0.82772532;-1.81040132;;0.03612832;-0.03081132;;0.28347532;58163328.85468832;
2;2;6;0.87935232;-1.87139832;;-626.71657332;634.85897432;;-1.16427632;61958910.43492532;
2;2;7;0.89610232;-1.89387932;;-0.00417632;0.00040332;;0.25926232;60928891.38212932;
2;2;8;0.87468832;-1.86820732;;185.04026532;-185.05403132;;-0.00016732;62131908.29554632;
2;2;9;0.87443832;-1.86530432;;68.18679932;-64.10505332;;-0.99043132;62324049.69827132;
2;2;10;0.87445532;-1.86462832;;2.70108032;-1.54287632;;-0.64370032;62187860.03450232;
2;2;11;0.87553032;-1.86594632;;-1.00797732;1.04541132;;-0.18104032;62198556.86647932;
2;2;12;0.87405032;-1.86537732;;-5.31710132;-4.22730532;;-1.69056232;62354502.41023532;
2;2;13;0.87841032;-1.86953232;;0.00000232;-0.00000232;;1.20270232;61473888.50912232;
2;2;14;0.88944232;-1.87753132;;0.00031732;-0.00027232;;0.76017732;60135964.28871832;
2;2;15;0.88688432;-1.87394432;;0.00234932;-0.00205332;;0.56877632;59421112.94415632;
2;2;16;0.87701232;-1.86561632;;0.00075232;-0.00065332;;0.65303832;60546932.72555232;
2;2;17;0.86862132;-1.85878732;;0.02834732;-0.02712932;;0.29961132;61163690.59659132;
2;2;18;0.87374532;-1.86519532;;-4.15749132;7.18006732;;-5.12134032;61869877.24775632;
2;2;19;0.87359332;-1.86505132;;-0.30978132;0.48008632;;-1.19661032;61865041.83205032;
2;2;20;0.89322632;-1.88266132;;-0.00000032;0.00000032;;1.46966732;60647781.40456232;
2;3;1;0.86268632;-1.85068932;;0.24344932;-0.41345232;0.17433932;0.21770632;57163443.02018432;
2;3;2;0.88343332;-1.86767132;;0.10125232;-0.01504632;-0.07577632;0.20471832;56506790.83244232;
2;3;3;0.85940332;-1.83999032;;0.00736432;0.01031832;-0.01411332;0.36515732;53098629.58767232;
2;3;4;0.83052632;-1.80904732;;0.00043432;0.01353132;-0.01105232;0.40126932;51790100.23169532;
2;3;5;0.82777832;-1.81022932;;-0.03129432;0.09668832;-0.05869632;0.25726932;58055715.01695732;
2;3;6;0.87930332;-1.87133432;;-61.51025432;-662.38509232;734.19862632;-1.19054732;61948110.79484532;
2;3;7;0.89450332;-1.89214232;;-0.00591932;0.00760332;-0.00277032;0.40592632;60792718.13926332;
2;3;8;0.87661532;-1.87047932;;-60.79123532;136.77512632;-75.99914432;-0.00073832;62058411.47148032;
2;3;9;0.87367432;-1.86551632;;-70.54638132;106.55954332;-36.01419732;-0.00200632;61922190.61430632;
2;3;10;0.87392232;-1.86406732;;-3.46214532;5.57060732;-1.84617332;-0.44893432;62129980.61201132;
2;3;11;0.87600032;-1.86626932;;0.57893232;-1.93505132;1.40606132;-0.21013132;62156098.30396532;
2;3;12;0.87493632;-1.86596732;;120.52897432;-149.12450232;29.91598932;-0.97131832;62119430.29531932;
2;3;13;0.87627832;-1.86745132;;0.00000132;-0.00000032;-0.00000132;1.28776432;61237914.02360732;
2;3;14;0.88320232;-1.87236932;;-235.20009232;91.19673632;144.02557532;-0.00044132;60417452.70934432;
2;3;15;0.88230132;-1.86977932;;0.00065032;-0.00013832;-0.00039132;0.66846432;59033567.35879232;
2;3;16;0.87433832;-1.86310832;;0.00021032;0.00016132;-0.00030532;0.69750532;60406889.97844832;
2;3;17;0.86831432;-1.85852332;;-0.00063532;0.02933732;-0.02749032;0.29955232;61133600.25396032;
2;3;18;0.88247032;-1.87332032;;-0.00000032;0.00000132;-0.00000032;1.49278432;61066274.77655032;
2;3;19;0.88900832;-1.87943332;;-0.00000032;0.00000032;-0.00000032;1.53519632;60800318.26826432;
2;3;20;0.89200932;-1.88082832;;-0.00084832;0.00088332;0.00002932;0.63763332;60473627.42375032;
3;2;1;-0.48648832;1.78309832;-2.28896632;1.14609432;-1.12699332;;0.03463832;45883380.58220432;
3;2;2;-0.46830832;1.73703232;-2.25766532;0.01669732;-0.01281332;;0.29048632;43756590.41296532;
3;2;3;-0.49827632;1.80369632;-2.30107632;-1.66735332;1.55575132;;-10.01834032;47000829.87879832;
3;2;4;-0.43309532;1.63377232;-2.18598932;0.00454432;-0.00075032;;0.32689832;41654068.26122432;
3;2;5;-0.47319732;1.72062232;-2.23729832;-0.00678932;0.01452232;;0.16932132;45406380.38845732;
3;2;6;-0.51026432;1.82190932;-2.30770732;-0.00000032;0.00000032;;1.67697232;46334452.51556832;
3;2;7;-0.49333732;1.79599932;-2.29851832;-61.34415432;59.37418032;;-1.03193732;46916232.84683432;
3;2;8;-0.52066932;1.84149932;-2.31408032;0.83867232;-0.79634932;;-0.16201232;46443711.74659032;
3;2;9;-0.50604932;1.81785232;-2.30550032;0.30911032;0.04992032;;-0.42679732;46465760.74397632;
3;2;10;-0.49797432;1.80348232;-2.30019032;-1.62139132;2.72665332;;-0.64436232;46706828.26539832;
3;2;11;-0.49846032;1.80420732;-2.30136932;-2.20142532;6.39092532;;-1.74913132;46845127.74980432;
3;2;12;-0.50039632;1.80560532;-2.30206732;218.08148632;-218.08957232;;-0.00007432;46625923.10165932;
3;2;13;-0.49767632;1.80246632;-2.30034032;8.83238132;-9.84573132;;-21.79156132;46745311.52673532;
3;2;14;-0.48609832;1.78355032;-2.29212832;0.01980832;-0.01899232;;0.32788032;45999101.08710132;
3;2;15;-0.48257532;1.77445132;-2.28644032;-55.38625132;55.39898832;;-0.00163732;46045093.91931432;
3;2;16;-0.49645932;1.80076032;-2.29994632;-1.96038332;-0.70451432;;-1.54074432;46622618.68901732;
3;2;17;-0.49590732;1.79973632;-2.29948132;118.86441832;-5.05093832;;-4.38101132;46618753.61554832;
3;2;18;-0.49588532;1.79957532;-2.29934932;8.13442632;-6.38251132;;-1.89701332;46616532.97946332;
3;2;19;-0.49647832;1.79826532;-2.29717632;-45.62505432;49.73770732;;-0.86707632;46473817.34169932;
3;2;20;-0.49248932;1.79490932;-2.29763832;-0.21933232;0.22203832;;-0.00418932;46579510.24349332;
3;3;1;-0.48722732;1.78416832;-2.28926932;-0.07330232;1.15964332;-1.06755532;0.03701132;45877254.72635932;
3;3;2;-0.48893832;1.77138832;-2.27133732;-0.06803232;0.13021232;-0.05611732;0.23787732;43421390.59097632;
3;3;3;-0.47330832;1.71513732;-2.23003832;329.84145332;-355.07278532;25.27767132;-0.00022832;42067422.24312832;
3;3;4;-0.43448032;1.63626032;-2.18702032;-0.00958532;0.02030732;-0.00607732;0.30327132;41613141.39276832;
3;3;5;-0.47227432;1.71892232;-2.23625432;-0.13759332;0.19942832;-0.05169432;0.14026232;45314522.78227932;
3;3;6;-0.50834332;1.81830832;-2.30582732;-0.00000032;0.00000032;0.00000032;1.77358032;46061443.58854532;
3;3;7;-0.49070232;1.79467032;-2.30071532;96.86073732;5.11636232;-101.98466032;-0.00010132;46821171.71340632;
3;3;8;-0.52093232;1.84237132;-2.31478932;-5.71649732;12.54823632;-6.82034932;-0.00978032;46338097.39129232;
3;3;9;-0.50454732;1.81491932;-2.30431032;-2.26144832;3.27573332;-0.97181332;-0.16769032;46278533.87959132;
3;3;10;-0.49756532;1.80248832;-2.29963532;-2.49453432;1.96184432;1.65163932;-0.65014032;46691105.34492132;
3;3;11;-0.49783032;1.80326232;-2.30084232;0.94664232;-3.56339932;2.69506932;-0.36458332;46616578.41369632;
3;3;12;-0.49724932;1.80231832;-2.30061132;368.46752332;-411.62203632;32.51620932;-1.22286332;46698273.32348632;
3;3;13;-0.50618432;1.80459432;-2.29667132;0.00000232;-0.00000132;-0.00000132;1.23885132;45674887.67337332;
