n;m;delta;an--a1;bm--b1;gamma;resnorm 
1;1;1;-0.99507832;;;-1.83941932;;;-10.67103032;265530576.12675232;
1;1;2;-0.97882032;;;0.02422532;;;0.17866332;240368479.13497932;
1;1;3;-0.97324532;;;0.03598232;;;0.16163432;224807918.98459432;
1;1;4;-0.96647232;;;0.03950432;;;0.17523232;206787376.46013132;
1;1;5;-0.96393532;;;0.04556632;;;0.16103232;206939564.51995732;
1;1;6;-0.97005332;;;0.03923732;;;0.14623732;233373566.17216432;
1;1;7;-0.98268432;;;0.05799232;;;0.01429332;257244767.12859232;
1;1;8;-0.99114732;;;0.28512932;;;-0.31089032;263928796.58793632;
1;1;9;-1.01180132;;;-0.00000032;;;2.28376432;247903262.55913632;
1;1;10;-1.01127332;;;-0.00000032;;;2.03469532;241850212.72669832;
1;2;1;-0.98980132;;;-0.00004132;0.00004132;;1.16362832;182085731.52705432;
1;2;2;-0.98753332;;;-0.00000832;0.00000832;;1.32076232;205051613.45084632;
1;2;3;-0.97362032;;;-0.19172432;0.20383232;;0.25711732;213787126.97102032;
1;2;4;-0.96657832;;;-0.22924832;0.26192532;;0.18628732;203889812.34304432;
1;2;5;-0.96373932;;;-0.09680932;0.13931332;;0.16693632;205980151.19916932;
1;2;6;-0.96973132;;;-0.05689032;0.09294932;;0.15595132;232517430.60416832;
1;2;7;-0.98244132;;;-0.43835732;0.49095432;;0.02676832;256901317.73625232;
1;2;8;-0.99116932;;;-0.30756432;0.63501732;;-0.32393432;263841693.41981832;
1;2;9;-0.99425932;;;-62.60929432;75.40819432;;-0.90669032;264707522.27031832;
1;2;10;-0.99455832;;;-313.28486432;381.10494032;;-1.15826532;264757464.29154832;
1;3;1;-0.99119832;;;0.00000132;-0.00000332;0.00000232;1.49886032;179308528.16124932;
1;3;2;-0.98227832;;;0.00004932;-0.00023232;0.00018832;0.99449432;206723067.21921632;
1;3;3;-0.97347232;;;-0.01508632;-0.19132432;0.21960032;0.24763732;213701188.05862832;
1;3;4;-0.96647432;;;-0.05500932;-0.17474832;0.26490132;0.17786032;203850023.63991632;
1;3;5;-0.96356132;;;-0.14479332;0.10107932;0.09107732;0.15442132;205791831.78548232;
1;3;6;-0.96932432;;;-0.29374832;0.36650332;-0.03003032;0.13688632;232116669.91879132;
1;3;7;-0.98202132;;;92.76321632;-128.49966232;35.80442532;-0.00122032;256579135.59151832;
1;3;8;-0.99122032;;;-0.11035932;-0.17340032;0.61383032;-0.32608132;263840133.24147632;
1;3;9;-0.99433632;;;-21.75486132;27.12775532;-4.55664232;-0.56263432;264322619.42807732;
1;3;10;-1.01026932;;;0.00000032;-0.00000032;0.00000032;1.84512432;241501901.79530932;
2;1;1;0.85711432;-1.84387632;;0.04554532;;;-0.03041332;59622950.64078332;
2;1;2;0.84615932;-1.83076032;;0.01704332;;;0.12157032;57977520.90636032;
